#query	EC	reference GO
comp3952_c0_seq1_FPKM_all:14.824_FPKM_rel:3.418_len:1599_path:[3897,312,3658,670,3190,3429].1	EC:2.4.1.12	GO:0016760
comp3293_c0_seq1_FPKM_all:60.329_FPKM_rel:58.537_len:2153_path:[0,367,2177,1840].2	EC:3.2.1.3	GO:0004339
comp2877_c0_seq3_FPKM_all:42.227_FPKM_rel:9.415_len:3283_path:[0,1439,1446,2510,2559].2	EC:3	GO:0016787
comp2700_c0_seq1_FPKM_all:70.831_FPKM_rel:70.831_len:3182_path:[0].4	EC:1	GO:0016491
comp2393_c0_seq1_FPKM_all:112.34_FPKM_rel:112.34_len:1926_path:[0,2008,1177].2	EC:4.1.1.50	GO:0004014
comp3197_c0_seq1_FPKM_all:69.06_FPKM_rel:69.06_len:1909_path:[0].2	EC:4.1.1	GO:0016831
comp16226_c0_seq1_FPKM_all:5.813_FPKM_rel:5.813_len:752_path:[0].1	EC:5.2.1.8	GO:0003755
comp17677_c0_seq1_FPKM_all:5.209_FPKM_rel:5.209_len:918_path:[0].1	EC:3.4.21	GO:0004252
comp17055_c0_seq2_FPKM_all:4.361_FPKM_rel:2.227_len:1825_path:[0,1147,1148].1	EC:2.4	GO:0016757
comp16802_c0_seq1_FPKM_all:5.108_FPKM_rel:2.656_len:1003_path:[0,1454].1	EC:1	GO:0016491
comp16086_c0_seq1_FPKM_all:4.66_FPKM_rel:4.66_len:1715_path:[0,509].2	EC:2.3.1	GO:0016747
comp168_c1_seq1_FPKM_all:106.783_FPKM_rel:106.783_len:2111_path:[1664].1	EC:1.1.1.44	GO:0004616
comp1095_c0_seq1_FPKM_all:118.836_FPKM_rel:118.836_len:388_path:[4090,2373,2392,2418,2431,2502].1	EC:2.3.3.10	GO:0004421
comp763_c0_seq1_FPKM_all:218.031_FPKM_rel:218.031_len:1449_path:[0].1	EC:4	GO:0016829
comp1788_c0_seq2_FPKM_all:84.332_FPKM_rel:42.761_len:2496_path:[0,2006,2068].2	EC:1	GO:0016491
comp1102_c0_seq1_FPKM_all:179.239_FPKM_rel:179.239_len:1561_path:[0].1	EC:2.4.1	GO:0016758
comp830_c0_seq5_FPKM_all:228.027_FPKM_rel:213.51_len:1134_path:[392,538,557,2108,1474].1	EC:3.2.1	GO:0004553
comp120_c0_seq1_FPKM_all:968.833_FPKM_rel:968.833_len:1616_path:[0].2	EC:3.2.1	GO:0004553
comp1160_c0_seq1_FPKM_all:176.216_FPKM_rel:176.216_len:1907_path:[0].2	EC:3.4	GO:0008233
comp1374_c0_seq1_FPKM_all:171.672_FPKM_rel:171.672_len:1289_path:[0].1	EC:3.4.25	GO:0004298
comp9559_c0_seq2_FPKM_all:14.381_FPKM_rel:10.67_len:589_path:[0,427].1	EC:2.3.2.2	GO:0003840
comp8897_c0_seq5_FPKM_all:19.401_FPKM_rel:7.107_len:1014_path:[0,428,1945].1	EC:2.4.1	GO:0016758
comp34303_c0_seq1_FPKM_all:2.091_FPKM_rel:2.091_len:392_path:[0].1	EC:2.7.7.6	GO:0003899
comp10064_c0_seq2_FPKM_all:10.773_FPKM_rel:5.437_len:2029_path:[0,2320].2	EC:2.4	GO:0016757
comp10067_c0_seq1_FPKM_all:11.765_FPKM_rel:11.765_len:688_path:[0,558,581].1	EC:3	GO:0016787
comp6051_c0_seq2_FPKM_all:29.777_FPKM_rel:24.609_len:2247_path:[0,1121].1	EC:3.1.1.3	GO:0004806
comp6986_c0_seq1_FPKM_all:29.773_FPKM_rel:29.773_len:1676_path:[0].1	EC:1	GO:0016491
comp7703_c0_seq1_FPKM_all:8.128_FPKM_rel:7.681_len:458_path:[2674,413,2505,680].1	EC:4.99.1.1	GO:0004325
comp6723_c0_seq1_FPKM_all:24.321_FPKM_rel:12.149_len:3067_path:[0,3837,1288,2161,2185].2	EC:3.1.2.15	GO:0004221
comp4261_c0_seq1_FPKM_all:51.614_FPKM_rel:51.614_len:2011_path:[0].1	EC:2.7.7.6	GO:0003899
comp5524_c0_seq1_FPKM_all:36.665_FPKM_rel:36.665_len:2258_path:[0].1	EC:3	GO:0016787
comp4305_c0_seq3_FPKM_all:40.66_FPKM_rel:5.381_len:4405_path:[0,913,4368,1330,4280,4000].3	EC:1.1	GO:0016614
comp5659_c0_seq3_FPKM_all:26.041_FPKM_rel:15.572_len:522_path:[0,452].1	EC:2.7.2.3	GO:0004618
comp5305_c0_seq2_FPKM_all:24.329_FPKM_rel:12.265_len:5586_path:[6111,7274,6184,275,1036,5341,5342].1	EC:3.1.26.3	GO:0004525
comp4248_c0_seq2_FPKM_all:46.324_FPKM_rel:23.523_len:3640_path:[0,1464].2	EC:6.3.2.2	GO:0004357
comp14210_c0_seq1_FPKM_all:7.261_FPKM_rel:7.261_len:889_path:[0,193].1	EC:6.3.5	GO:0016884
comp21934_c0_seq1_FPKM_all:3.58_FPKM_rel:3.58_len:353_path:[0,80].1	EC:2.4.1	GO:0016758
comp20336_c0_seq1_FPKM_all:4.049_FPKM_rel:4.049_len:1493_path:[0,1517,757].3	EC:3.4.23	GO:0004190
comp12709_c0_seq1_FPKM_all:11.167_FPKM_rel:3.738_len:731_path:[0,1993,469,702].1	EC:2.7.1.107	GO:0004143
comp12433_c0_seq1_FPKM_all:10.214_FPKM_rel:8.132_len:525_path:[0,318,353].1	EC:1	GO:0016491
comp13334_c0_seq1_FPKM_all:7.109_FPKM_rel:7.109_len:1672_path:[0].1	EC:2.1.1	GO:0008168
comp30166_c0_seq1_FPKM_all:2.491_FPKM_rel:2.491_len:329_path:[0].1	EC:3	GO:0016787
comp3260_c0_seq3_FPKM_all:93.581_FPKM_rel:70.318_len:323_path:[344,418,452,478,482].1	EC:3	GO:0016787
comp3952_c0_seq2_FPKM_all:31.365_FPKM_rel:7.466_len:2045_path:[0,312,3658,670,1086,1116,1323,2783,2018].1	EC:2.4.1.12	GO:0016760
comp3293_c0_seq2_FPKM_all:20.142_FPKM_rel:10.246_len:390_path:[0,2256].1	EC:3.2.1.3	GO:0004339
comp2032_c0_seq1_FPKM_all:66.947_FPKM_rel:25.239_len:2107_path:[0,2336,204,289].1	EC:1.3	GO:0016627
comp16380_c0_seq1_FPKM_all:4.509_FPKM_rel:2.521_len:1409_path:[0,462,645].1	EC:3.4.21	GO:0004252
comp16947_c0_seq1_FPKM_all:2.764_FPKM_rel:1.365_len:1001_path:[539,1579].1	EC:2.3.1.43	GO:0004607
comp16802_c0_seq2_FPKM_all:5.168_FPKM_rel:3.477_len:1454_path:[0,975].1	EC:1	GO:0016491
comp23098_c0_seq1_FPKM_all:2.829_FPKM_rel:2.829_len:833_path:[0].1	EC:2.7.7.6	GO:0003899
comp1643_c0_seq1_FPKM_all:108.858_FPKM_rel:108.858_len:956_path:[0,715,743].1	EC:2.4.1.131	GO:0004377
comp593_c0_seq2_FPKM_all:251.71_FPKM_rel:127.565_len:2807_path:[0,269].2	EC:3.5	GO:0016810
comp8726_c0_seq3_FPKM_all:16.178_FPKM_rel:3.854_len:2774_path:[0,472,2483,3719].2	EC:3.5.1	GO:0016811
comp8846_c0_seq3_FPKM_all:15.079_FPKM_rel:7.992_len:718_path:[241,381,400,3647,3297,917].2	EC:2.4.1	GO:0016758
comp8897_c0_seq6_FPKM_all:8.704_FPKM_rel:6.872_len:671_path:[1945,1051,2592,1339,1410,1755].1	EC:2.4.1	GO:0016758
comp32170_c0_seq1_FPKM_all:2.036_FPKM_rel:2.036_len:369_path:[0].1	EC:2.4.1	GO:0016758
comp33852_c0_seq1_FPKM_all:1.793_FPKM_rel:1.793_len:800_path:[0].1	EC:1	GO:0016491
comp25906_c0_seq1_FPKM_all:2.716_FPKM_rel:2.716_len:767_path:[0].1	EC:3.1.2.15	GO:0004221
comp11144_c0_seq2_FPKM_all:7.945_FPKM_rel:7.945_len:331_path:[4457,1414,1456].1	EC:6.3.2.19	GO:0004842
comp10645_c0_seq1_FPKM_all:16.422_FPKM_rel:16.422_len:1747_path:[262,451,473,2183,920,961,1858,1889].1	EC:3.2.1	GO:0004553
comp10733_c0_seq3_FPKM_all:4.845_FPKM_rel:1.914_len:571_path:[2739,421,2919,446,843].1	EC:1	GO:0016491
comp10774_c0_seq3_FPKM_all:13.309_FPKM_rel:3.864_len:716_path:[275,360,402,893].2	EC:1.6	GO:0016651
comp10636_c0_seq1_FPKM_all:4.782_FPKM_rel:2.427_len:957_path:[3631,33,62,3507].1	EC:2.7.1.33	GO:0004594
comp10067_c0_seq2_FPKM_all:12.448_FPKM_rel:12.448_len:439_path:[719,1230,860].1	EC:3	GO:0016787
comp6728_c0_seq1_FPKM_all:36.289_FPKM_rel:36.289_len:304_path:[150,208,272].1	EC:3.4.25	GO:0004298
comp6013_c0_seq6_FPKM_all:25.644_FPKM_rel:19.037_len:305_path:[2103,3455,1968].1	EC:2.6	GO:0016769
comp6723_c0_seq2_FPKM_all:25.355_FPKM_rel:12.873_len:2624_path:[3844,2161,2185].1	EC:3.1.2.15	GO:0004221
comp5964_c0_seq2_FPKM_all:42.337_FPKM_rel:21.305_len:1632_path:[831,2694,872,1029].2	EC:3.4.21	GO:0004252
comp5334_c0_seq1_FPKM_all:28.938_FPKM_rel:14.486_len:3025_path:[0,4126].1	EC:3.1.2.15	GO:0004221
comp5659_c0_seq4_FPKM_all:24.686_FPKM_rel:17.359_len:303_path:[2415,1056,2314,1100].1	EC:2.7.2.3	GO:0004618
comp18714_c0_seq2_FPKM_all:5.144_FPKM_rel:2.549_len:1474_path:[0,268,437,850,875,1283].2	EC:1	GO:0016491
comp18257_c0_seq1_FPKM_all:3.659_FPKM_rel:3.659_len:364_path:[0].2	EC:3.4.13	GO:0016805
comp12709_c0_seq2_FPKM_all:7.769_FPKM_rel:4.431_len:1719_path:[0,1993,469,2117,806].1	EC:2.7.1.107	GO:0004143
comp12433_c0_seq2_FPKM_all:4.43_FPKM_rel:3.142_len:424_path:[904,1357,1115,1328,1169].1	EC:1	GO:0016491
comp13058_c0_seq1_FPKM_all:9.118_FPKM_rel:9.118_len:457_path:[24,131,225].1	EC:1	GO:0016491
comp3037_c0_seq1_FPKM_all:72.497_FPKM_rel:61.075_len:3409_path:[0,1544,2472,2515].1	EC:2.4.1	GO:0016758
comp1130_c0_seq1_FPKM_all:162.526_FPKM_rel:162.526_len:1955_path:[0,2146,985,2014,1606].2	EC:2.3.2.2	GO:0003840
comp1095_c0_seq2_FPKM_all:118.247_FPKM_rel:118.247_len:1625_path:[2,1175,1254,3620,1616].2	EC:2.3.3.10	GO:0004421
comp1643_c0_seq2_FPKM_all:109.977_FPKM_rel:109.977_len:1759_path:[1016,1062,2936,1122,2775,2214].1	EC:2.4.1.131	GO:0004377
comp708_c0_seq1_FPKM_all:296.897_FPKM_rel:296.897_len:1504_path:[0].1	EC:1	GO:0016491
comp1185_c0_seq2_FPKM_all:99.156_FPKM_rel:99.156_len:599_path:[764,3496,818,859,863,1219,1271].1	EC:4.3.1	GO:0016841
comp9386_c0_seq5_FPKM_all:13.742_FPKM_rel:13.742_len:594_path:[1061,1071,2900,1134,1556,1571].1	EC:1	GO:0016491
comp8897_c0_seq7_FPKM_all:1.382_FPKM_rel:0.691_len:445_path:[894,1051,2592,1076].1	EC:2.4.1	GO:0016758
comp24908_c0_seq1_FPKM_all:3.232_FPKM_rel:1.83_len:560_path:[0,559,201].1	EC:2.4	GO:0016757
comp35780_c0_seq1_FPKM_all:1.669_FPKM_rel:1.669_len:307_path:[0].1	EC:2.7	GO:0016772
comp10733_c0_seq4_FPKM_all:7.1_FPKM_rel:7.1_len:457_path:[421,2524,2060].1	EC:1	GO:0016491
comp11850_c0_seq1_FPKM_all:9.296_FPKM_rel:9.296_len:1521_path:[0,205].1	EC:2.5.1.54	GO:0003849
comp11178_c0_seq1_FPKM_all:6.587_FPKM_rel:5.489_len:560_path:[0,1325,216,1103].1	EC:3.4.22	GO:0004197
comp6013_c0_seq7_FPKM_all:20.672_FPKM_rel:12.508_len:456_path:[2400,2362,2337,658,2103].1	EC:2.6	GO:0016769
comp7703_c0_seq3_FPKM_all:5.708_FPKM_rel:5.155_len:371_path:[413,3227,2447,563].1	EC:4.99.1.1	GO:0004325
comp6723_c0_seq3_FPKM_all:21.768_FPKM_rel:10.864_len:2512_path:[3844,2161,3067].1	EC:3.1.2.15	GO:0004221
comp7682_c0_seq1_FPKM_all:17.749_FPKM_rel:17.749_len:1703_path:[398,2235,2240,2219,494,1339,1349].1	EC:1	GO:0016491
comp7516_c0_seq5_FPKM_all:11.48_FPKM_rel:5.805_len:1312_path:[1334,2748,1450,1471,1810,1827,2647,2153].1	EC:6.3.2.19	GO:0004842
comp5334_c0_seq2_FPKM_all:34.726_FPKM_rel:24.125_len:4124_path:[0,4102].1	EC:3.1.2.15	GO:0004221
comp4250_c0_seq1_FPKM_all:37.999_FPKM_rel:19.545_len:3100_path:[0,1931].1	EC:3.2.1	GO:0004553
comp5305_c0_seq4_FPKM_all:24.584_FPKM_rel:12.542_len:5596_path:[6111,7274,6184,275,1036,5528,5342].1	EC:3.1.26.3	GO:0004525
comp18506_c0_seq1_FPKM_all:3.31_FPKM_rel:1.391_len:712_path:[0,1119,69,187,562,619].1	EC:3.6.1.1	GO:0004427
comp20979_c0_seq1_FPKM_all:3.673_FPKM_rel:1.915_len:1088_path:[0,1138,1195].1	EC:3.5.3	GO:0016813
comp20761_c0_seq1_FPKM_all:6.164_FPKM_rel:6.164_len:338_path:[2,364,82].1	EC:3	GO:0016787
comp20366_c0_seq1_FPKM_all:3.647_FPKM_rel:3.647_len:1180_path:[0].1	EC:3.4.24	GO:0004222
comp21563_c0_seq1_FPKM_all:5.183_FPKM_rel:5.183_len:402_path:[0].1	EC:2.4.1	GO:0016758
comp12709_c0_seq3_FPKM_all:10.38_FPKM_rel:4.488_len:974_path:[0,1993,469,2117,1772].1	EC:2.7.1.107	GO:0004143
comp12433_c0_seq3_FPKM_all:6.694_FPKM_rel:3.161_len:551_path:[353,1414,529,810].1	EC:1	GO:0016491
comp2271_c0_seq7_FPKM_all:50.565_FPKM_rel:6.628_len:2025_path:[0,3308,3087,2995,232,1081,1122,1625,1634].2	EC:2	GO:0016740
comp3037_c0_seq2_FPKM_all:49.76_FPKM_rel:24.913_len:1567_path:[0,3477].1	EC:2.4.1	GO:0016758
comp3952_c0_seq4_FPKM_all:16.523_FPKM_rel:3.854_len:1480_path:[0,312,3658,670,3190,3429].1	EC:2.4.1.12	GO:0016760
comp3609_c0_seq1_FPKM_all:53.265_FPKM_rel:27.189_len:2393_path:[0,1425].2	EC:2.7.7	GO:0016779
comp2877_c0_seq4_FPKM_all:40.886_FPKM_rel:8.832_len:3318_path:[0,1325,1439,1446,2510,2559].2	EC:3	GO:0016787
comp2032_c0_seq2_FPKM_all:63.025_FPKM_rel:21.67_len:2101_path:[0,203,204,289].1	EC:1.3	GO:0016627
comp3766_c0_seq1_FPKM_all:16.709_FPKM_rel:16.709_len:1067_path:[2903,4071,2996,3422,3452].1	EC:3.4.24	GO:0004222
comp2574_c0_seq1_FPKM_all:102.639_FPKM_rel:53.244_len:1553_path:[0,1445].1	EC:3	GO:0016787
comp3809_c0_seq1_FPKM_all:48.264_FPKM_rel:48.264_len:3263_path:[0].1	EC:2.1.1	GO:0008168
comp27388_c0_seq1_FPKM_all:2.299_FPKM_rel:1.533_len:312_path:[0,232].1	EC:3.2.1	GO:0004553
comp28601_c0_seq1_FPKM_all:3.37_FPKM_rel:3.37_len:375_path:[0].1	EC:1.5.99.8	GO:0004657
comp16471_c0_seq1_FPKM_all:4.815_FPKM_rel:4.815_len:383_path:[0,261,308,312].1	EC:3.2.1	GO:0004553
comp16380_c0_seq2_FPKM_all:4.819_FPKM_rel:2.535_len:1226_path:[0,645].1	EC:3.4.21	GO:0004252
comp16947_c0_seq2_FPKM_all:5.515_FPKM_rel:2.803_len:1511_path:[0,182,3011,1638,2706,2415].1	EC:2.3.1.43	GO:0004607
comp1186_c0_seq1_FPKM_all:170.051_FPKM_rel:170.051_len:1280_path:[0,1426,452,898,925].1	EC:3	GO:0016787
comp1095_c0_seq3_FPKM_all:113.212_FPKM_rel:113.212_len:394_path:[1670,1762,3417,1888].1	EC:2.3.3.10	GO:0004421
comp24908_c0_seq2_FPKM_all:3.299_FPKM_rel:1.894_len:559_path:[0,184,201].1	EC:2.4	GO:0016757
comp10733_c0_seq5_FPKM_all:4.516_FPKM_rel:1.526_len:537_path:[2739,421,2919,446,2963,2006].1	EC:1	GO:0016491
comp11820_c0_seq1_FPKM_all:8.399_FPKM_rel:8.399_len:1163_path:[0].1	EC:1	GO:0016491
comp10498_c0_seq1_FPKM_all:14.309_FPKM_rel:14.309_len:728_path:[0,36,61].1	EC:1.14.13.8	GO:0004499
comp10774_c0_seq5_FPKM_all:13.177_FPKM_rel:3.779_len:705_path:[275,1063,402,990,893].1	EC:1.6	GO:0016651
comp10636_c0_seq3_FPKM_all:7.605_FPKM_rel:7.605_len:485_path:[534,3450,606,946,951].1	EC:2.7.1.33	GO:0004594
comp11178_c0_seq2_FPKM_all:3.537_FPKM_rel:2.44_len:560_path:[0,1325,216,361].1	EC:3.4.22	GO:0004197
comp11892_c0_seq1_FPKM_all:10.661_FPKM_rel:10.661_len:535_path:[0,342,355].1	EC:2.6	GO:0016769
comp6013_c0_seq8_FPKM_all:12.658_FPKM_rel:6.666_len:456_path:[2400,2362,2337,658,823].1	EC:2.6	GO:0016769
comp7017_c0_seq1_FPKM_all:36.531_FPKM_rel:36.531_len:503_path:[0].1	EC:1	GO:0016491
comp7516_c0_seq6_FPKM_all:12.252_FPKM_rel:6.581_len:1313_path:[1334,2748,1450,1471,1810,1827,2114,2153].1	EC:6.3.2.19	GO:0004842
comp5964_c0_seq3_FPKM_all:42.499_FPKM_rel:24.386_len:1895_path:[831,2694,872,2408,1029].2	EC:3.4.21	GO:0004252
comp4757_c0_seq1_FPKM_all:39.401_FPKM_rel:39.401_len:4166_path:[0].3	EC:3.2.1	GO:0004553
comp4305_c0_seq4_FPKM_all:39.499_FPKM_rel:4.978_len:4288_path:[0,4450,913,1330,4000].2	EC:1.1	GO:0016614
comp4610_c0_seq2_FPKM_all:40.768_FPKM_rel:36.72_len:599_path:[691,774,832,1059,1099].1	EC:3	GO:0016787
comp18506_c0_seq2_FPKM_all:3.537_FPKM_rel:1.453_len:705_path:[0,1119,69,187,1216,1023,979,619].1	EC:3.6.1.1	GO:0004427
comp20979_c0_seq2_FPKM_all:3.791_FPKM_rel:2.037_len:1090_path:[0,1177,1195].1	EC:3.5.3	GO:0016813
comp21173_c0_seq1_FPKM_all:3.562_FPKM_rel:3.562_len:1026_path:[0,440,471].1	EC:1.17.4.3	GO:0046429
comp21305_c0_seq1_FPKM_all:4.265_FPKM_rel:4.265_len:897_path:[0,581,598].1	EC:3.1.3.2	GO:0003993
comp21897_c0_seq1_FPKM_all:3.781_FPKM_rel:3.781_len:813_path:[0].1	EC:1.2.4	GO:0016624
comp12627_c0_seq1_FPKM_all:7.348_FPKM_rel:7.348_len:1599_path:[0].1	EC:3.4.16	GO:0004185
comp13800_c0_seq1_FPKM_all:5.252_FPKM_rel:2.925_len:969_path:[1452,1816,1555,577,1268,867].1	EC:3	GO:0016787
comp12764_c0_seq2_FPKM_all:9.453_FPKM_rel:5.311_len:1344_path:[0,1417,514].2	EC:1	GO:0016491
comp2271_c0_seq2_FPKM_all:51.698_FPKM_rel:6.834_len:1939_path:[0,232,1081,1122,1940,1634].1	EC:2	GO:0016740
comp2736_c1_seq8_FPKM_all:33.519_FPKM_rel:8.261_len:2741_path:[4547,4655,5312,4721,756,5459,780,1515,1543,4186,2687].1	EC:1	GO:0016491
comp2234_c0_seq1_FPKM_all:123.344_FPKM_rel:104.514_len:1549_path:[0,1551].1	EC:1.1.1	GO:0016616
comp2237_c0_seq1_FPKM_all:70.321_FPKM_rel:53.202_len:4940_path:[0,1007,4926].2	EC:3.1	GO:0016788
comp2794_c0_seq1_FPKM_all:101.329_FPKM_rel:52.433_len:1265_path:[0,2172].2	EC:1.1.1.34	GO:0004420
comp28985_c0_seq1_FPKM_all:2.311_FPKM_rel:2.311_len:532_path:[0].1	EC:2.7.1.40	GO:0004743
comp29941_c0_seq1_FPKM_all:2.018_FPKM_rel:2.018_len:660_path:[0].1	EC:3.1.3	GO:0016791
comp16478_c0_seq1_FPKM_all:4.206_FPKM_rel:2.756_len:942_path:[1197,626].1	EC:6.3.1.2	GO:0004356
comp797_c0_seq1_FPKM_all:90.539_FPKM_rel:83.905_len:865_path:[612,797,800,1483,1134].1	EC:1	GO:0016491
comp1941_c0_seq1_FPKM_all:137.22_FPKM_rel:137.22_len:1360_path:[0].1	EC:3.1	GO:0016788
comp1140_c0_seq2_FPKM_all:167.382_FPKM_rel:166.276_len:1945_path:[0,2672,567,1317,1330,1863,1871].2	EC:1	GO:0016491
comp603_c0_seq1_FPKM_all:464.986_FPKM_rel:464.986_len:1024_path:[0].1	EC:4.2.1.1	GO:0004089
comp9202_c0_seq1_FPKM_all:7.163_FPKM_rel:2.699_len:329_path:[1148,1631,650].1	EC:1.11.1.9	GO:0004602
comp8895_c0_seq2_FPKM_all:21.858_FPKM_rel:11.252_len:1111_path:[0,820].2	EC:4.2.1.75	GO:0004852
comp9078_c0_seq1_FPKM_all:20.289_FPKM_rel:20.289_len:1909_path:[0].1	EC:3.4.23	GO:0004190
comp36658_c0_seq1_FPKM_all:1.583_FPKM_rel:1.583_len:453_path:[0].1	EC:3.4.24	GO:0004222
comp10072_c0_seq1_FPKM_all:9.865_FPKM_rel:9.08_len:2825_path:[0,2490].1	EC:3.6.3	GO:0016820
comp10865_c0_seq2_FPKM_all:11.308_FPKM_rel:5.966_len:1042_path:[0,826].1	EC:1	GO:0016491
comp10136_c0_seq2_FPKM_all:15.843_FPKM_rel:8.095_len:1578_path:[0,1531,682].2	EC:1	GO:0016491
comp10929_c0_seq4_FPKM_all:8.957_FPKM_rel:2.349_len:1716_path:[0,225,1065].2	EC:5	GO:0016853
comp11962_c0_seq4_FPKM_all:3.659_FPKM_rel:2.86_len:812_path:[1450,571,579,933].1	EC:5.3.1.6	GO:0004751
comp11184_c0_seq2_FPKM_all:6.176_FPKM_rel:6.176_len:929_path:[0,2740,176,2712,892].1	EC:6.1.1.20	GO:0004826
comp6699_c0_seq1_FPKM_all:32.96_FPKM_rel:32.96_len:1773_path:[0].1	EC:1	GO:0016491
comp6745_c0_seq5_FPKM_all:30.239_FPKM_rel:23.821_len:314_path:[320,460,464].1	EC:1	GO:0016491
comp7327_c0_seq1_FPKM_all:8.464_FPKM_rel:3.174_len:1937_path:[0,7273,1172,1196,1407,6909,6492].1	EC:3.6.3	GO:0016820
comp5552_c0_seq5_FPKM_all:23.854_FPKM_rel:20.136_len:441_path:[3198,735,736,2041].1	EC:1.3.99.11	GO:0004152
comp5109_c0_seq1_FPKM_all:26.212_FPKM_rel:26.212_len:5883_path:[0,1866,1934].1	EC:1.13.11.20	GO:0017172
comp4715_c0_seq1_FPKM_all:37.431_FPKM_rel:19.408_len:2293_path:[0,2712,2599,170,2447,457,2375,859,2324,1271].1	EC:4.1.1.37	GO:0004853
comp15280_c0_seq1_FPKM_all:5.571_FPKM_rel:2.861_len:1122_path:[0,1084].1	EC:3.2.1.15	GO:0004650
comp15081_c0_seq3_FPKM_all:5.867_FPKM_rel:3.054_len:850_path:[0,527,573,1193].2	EC:3	GO:0016787
comp14390_c0_seq1_FPKM_all:4.817_FPKM_rel:4.817_len:709_path:[0].1	EC:3.4.21	GO:0004252
comp19325_c0_seq1_FPKM_all:3.661_FPKM_rel:3.661_len:849_path:[0].1	EC:3.1.1.11	GO:0030599
comp18029_c0_seq1_FPKM_all:4.676_FPKM_rel:4.676_len:599_path:[0].1	EC:3.6.1	GO:0016818
comp12433_c0_seq4_FPKM_all:7.371_FPKM_rel:3.582_len:658_path:[353,1414,529,904].1	EC:1	GO:0016491
comp30581_c0_seq1_FPKM_all:3.074_FPKM_rel:3.074_len:300_path:[0].1	EC:1.11.1.9	GO:0004602
comp3952_c0_seq5_FPKM_all:29.293_FPKM_rel:6.944_len:2164_path:[3897,312,3658,670,1086,1116,1323,2783,2018].1	EC:2.4.1.12	GO:0016760
comp3858_c0_seq1_FPKM_all:48.332_FPKM_rel:12.64_len:2421_path:[0,590,785,905].2	EC:2.7.7.19	GO:0004652
comp2019_c0_seq1_FPKM_all:168.801_FPKM_rel:168.801_len:1456_path:[0].1	EC:2.3.1	GO:0016747
comp27388_c0_seq2_FPKM_all:2.983_FPKM_rel:2.263_len:332_path:[0,312].1	EC:3.2.1	GO:0004553
comp16947_c0_seq3_FPKM_all:5.55_FPKM_rel:2.842_len:1514_path:[0,182,3011,1638,2398,2415].1	EC:2.3.1.43	GO:0004607
comp376_c0_seq1_FPKM_all:581.689_FPKM_rel:581.689_len:1474_path:[0].1	EC:3.4.17	GO:0004181
comp1654_c0_seq1_FPKM_all:121.915_FPKM_rel:121.915_len:1589_path:[0].1	EC:4.2.1.1	GO:0004089
comp1793_c0_seq1_FPKM_all:132.028_FPKM_rel:132.028_len:1950_path:[0].1	EC:2.4.1.119	GO:0004579
comp8846_c0_seq6_FPKM_all:14.237_FPKM_rel:7.686_len:511_path:[917,3159,1000,4473,2491].1	EC:2.4.1	GO:0016758
comp8931_c0_seq1_FPKM_all:19.157_FPKM_rel:19.157_len:1478_path:[0,1505,588].2	EC:3.4.23	GO:0004190
comp33165_c0_seq1_FPKM_all:2.125_FPKM_rel:2.125_len:466_path:[0].1	EC:1.1.1.145	GO:0003854
comp33785_c0_seq1_FPKM_all:1.924_FPKM_rel:1.924_len:355_path:[0].1	EC:3.1	GO:0016788
comp37167_c0_seq1_FPKM_all:1.931_FPKM_rel:1.931_len:336_path:[0].1	EC:1.3.99.3	GO:0003995
comp10733_c0_seq6_FPKM_all:4.488_FPKM_rel:1.632_len:586_path:[2739,421,2919,446,2963,831,843].1	EC:1	GO:0016491
comp10636_c0_seq4_FPKM_all:5.128_FPKM_rel:2.916_len:1019_path:[3631,33,62,483,534].1	EC:2.7.1.33	GO:0004594
comp6119_c0_seq1_FPKM_all:36.306_FPKM_rel:36.306_len:762_path:[599,703,716,1687,1010,1624,1301,1348].1	EC:2.4.1	GO:0016758
comp4250_c0_seq2_FPKM_all:36.921_FPKM_rel:18.748_len:3148_path:[0,1883,1931].1	EC:3.2.1	GO:0004553
comp4610_c0_seq3_FPKM_all:32.287_FPKM_rel:19.761_len:439_path:[1099,1290,1342].1	EC:3	GO:0016787
comp5612_c0_seq1_FPKM_all:43.744_FPKM_rel:43.744_len:1998_path:[0].1	EC:1	GO:0016491
comp18506_c0_seq3_FPKM_all:3.109_FPKM_rel:1.02_len:703_path:[0,1119,69,187,1216,958,979,619].1	EC:3.6.1.1	GO:0004427
comp19764_c0_seq1_FPKM_all:4.53_FPKM_rel:4.53_len:573_path:[523,56].1	EC:1.14.99.3	GO:0004392
comp18152_c0_seq1_FPKM_all:4.404_FPKM_rel:4.404_len:760_path:[229,1085,301].1	EC:3.6.1	GO:0016818
comp21083_c0_seq1_FPKM_all:3.74_FPKM_rel:3.74_len:411_path:[0,327,379].1	EC:2.7	GO:0016772
comp20958_c0_seq1_FPKM_all:3.8_FPKM_rel:3.8_len:764_path:[0].1	EC:3.3.1.1	GO:0004013
comp12325_c0_seq1_FPKM_all:11.726_FPKM_rel:11.726_len:568_path:[0,568,115].1	EC:2.1.1	GO:0008168
comp12850_c0_seq1_FPKM_all:9.628_FPKM_rel:9.564_len:1082_path:[0,593,615,646,681,1007].1	EC:1	GO:0016491
comp3578_c0_seq2_FPKM_all:66.13_FPKM_rel:64.862_len:2101_path:[233,2379,375].1	EC:1	GO:0016491
